"site_name","site_code","asset_number","asset_id","easting","northing","ev_charger","lamp_type","next_electrical_test_date","structural_test_classification","next_structural_test_year"
"Tarbert Road",22502470,15314.00,"2297L01",533507.92,174914.24,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Tarver Road",22502472,88888.01,"1163L02",531906.5,178260.9,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Tell Grove",22502477,15331.00,"2132L01",533628.92,175114.76,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Tell Grove",22502477,15332.00,"2132L02",533630.48,175085.54,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Thompsons Avenue",22502494,15447.00,"2009L01",532132.83,177401.74,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Thompsons Avenue",22502494,15449.00,"2009L03",532148.52,177363.74,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Thorncombe Road",22502498,15451.00,"2295L02",533323.39,174892.74,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Thorncombe Road",22502498,15454.00,"2295L05",533361.02,174840.77,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Thorncombe Road",22502498,15456.00,"2295L07",533401.98,174814.38,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Thurlow Street",22502507,15476.00,"1206L13",533007.55,178282.23,"Not Applicable","LED","2024/2025","New Item (Test After 15yrs)","2025/2026"
"Thurlow Street",22502507,15486.00,"1206L18",532962.1,178409.07,"Not Applicable","LED","2024/2025","New Item (Test After 15yrs)","2025/2026"
"Tintagel Crescent",22502511,15520.00,"2131L03",533749.04,175283.49,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Tintagel Crescent",22502511,15522.01,"2131L06",533703.25,175308.55,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Tintagel Crescent",22502511,15522.03,"2131L08",533652.39,175320.2,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Tiverton Street",22502514,15527.00,"1420L10",532063.39,179215.14,"Not Applicable","LED","2024/2025","New Item (Test After 15yrs)","2025/2026"
"Toulon Street",22502528,15643.00,"2010L01",532122.54,177222.68,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Toulon Street",22502528,15645.00,"2010L03",532120.36,177256.56,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Townley Road",22502537,15697.00,"2300L04",533586.46,174465.75,"Not Applicable","LED","2027/2028","Low Amber","2025/2026"
"Townley Road",22502537,15699.00,"2300L06",533511.1,174482.32,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Townley Road",22502537,15706.00,"2300L13",533347.62,174556.6,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Townley Road",22502537,15708.00,"2300L15",533299.3,174593.07,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Townley Road",22502537,15711.00,"2300L18",533244.9,174624.67,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Townley Road",22502537,15713.10,"2300L21",533228,174690,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Trossachs Road",22502556,15806.00,"2296L01",533490.78,174974.93,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Turney Road",22502561,15826.00,"2546L01",533115,174126,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Turney Road",22502561,15830.00,"2546L05",533030.2,174066.6,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Tylney Avenue",22502570,88888.01,"2692L03",533700.9,171334.12,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Tylney Avenue",22502570,88888.02,"2692L04",533678.39,171278.38,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Ulverscroft Road",22502575,15884.00,"2625L01",534043.08,174911.67,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Ulverscroft Road",22502575,15885.00,"2625L02",534030.48,174895.27,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Ulverscroft Road",22502575,15890.00,"2625L08",534008.35,174781.81,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Ulverscroft Road",22502575,15891.00,"2625L09",534014.27,174761.19,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Underhill Road",22502577,15893.00,"2561L45",534354.47,174526.31,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15907.00,"2561L05",534497.2,173393.52,"Attached to Column","LED","2023/2024","Low Amber","2025/2026"
"Underhill Road",22502577,15908.00,"2561L06",534509.43,173440.56,"Not Applicable","LED","2023/2024","Low Amber","2025/2026"
"Underhill Road",22502577,15912.00,"2561L10",534520.51,173556.09,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15913.00,"2561L11",534516.28,173587.07,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15915.00,"2561L13",534533.49,173649.03,"Not Applicable","LED","2023/2024","Low Amber","2025/2026"
"Underhill Road",22502577,15936.00,"2561L34",534573.11,174264.15,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15939.00,"2561L37",534523.33,174349.1,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15941.00,"2561L39",534483.88,174396.18,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15947.00,"2561L50",534225.83,174600.98,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15950.00,"2561L53",534129.74,174628.58,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15951.00,"2561L54",534099.12,174623.62,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Upland Road",22502589,15999.00,"2567L48",534287.29,174900.6,"Attached to Column","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,16000.00,"2567L49",534253.02,174916.9,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16001.00,"2567L50",534222.92,174919.08,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16002.00,"2567L51",534203.08,174911.22,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16004.00,"2567L01",534077.92,173751.34,"Not Applicable","Cosmo","2025/2026","High Amber","2025/2026"
"Upland Road",22502589,16006.00,"2567L03",534129.64,173785.56,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,16009.00,"2567L06",534200.64,173839.78,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16014.00,"2567L11",534261.68,173980.54,"Attached to Column","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,16017.00,"2567L14",534287.92,174067.66,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,16028.00,"2567L20",534359.56,174236.26,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,16030.00,"2567L22",534379.12,174282.68,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,16034.00,"2567L26",534426.68,174395.28,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,16037.00,"2567L29",534468.8,174474.94,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16041.00,"2567L33",534511.76,174584.96,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16046.00,"2567L38",534494.48,174732.76,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16047.00,"2567L39",534497.24,174755.66,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Upland Road",22502589,16049.00,"2567L42",534448.67,174834.78,"Not Applicable","Cosmo","2025/2026","Green","2025/2026"
"Upland Road",22502589,88888.00,"2567L54",534119.49,174927.88,"Not Applicable","Cosmo","2025/2026","Low Amber","2025/2026"
"Urlwin Street",22502602,16061.00,"1101L01",532395.31,177655.09,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Urlwin Street",22502602,16062.00,"1101L02",532377.2,177641.9,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Urlwin Street",22502602,16064.00,"1101L04",532346.22,177638.58,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Urlwin Street",22502602,16068.06,"1101L10",532239.58,177609.97,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Urlwin Street",22502602,16068.08,"1101L12",532208.6,177593.1,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Valmar Road",22502607,16089.00,"2058L05",532416.17,176562.52,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Varcoe Road",22502608,16101.00,"2413L07",535110.24,178050.44,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Varcoe Road",22502608,16104.00,"2413L10",535066.48,178052.82,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Varcoe Road",22502608,16106.00,"2413L12",535027.68,178054.6,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Verney Road",22502612,16121.00,"2354L03",535144.2,178107.12,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Verney Road",22502612,16138.00,"2354L20",534725,178105.6,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Verney Road",22502612,16146.00,"2354L24",534598.8,178089.5,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Verney Road",22502612,16154.00,"2354L32",534463.1,178013.6,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Verney Way",22502617,16163.00,"2409L03",534565.08,178129.42,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Village Way",22502628,16225.00,"2076L04",532881.4,174360.76,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Village Way",22502628,16226.00,"2076L05",532854.42,174352.78,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Village Way",22502628,16234.00,"2076L13",532689.81,174415.14,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Walworth Place",22502641,16277.00,"1388L02",532379.68,178232.88,"Not Applicable","LED","2027/2028","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16299.01,"1065L18A",532183.61,178584.76,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16302.01,"1065L21A",532218.05,178549.29,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16306.00,"1065L25",532249.38,178473.84,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16307.00,"1065L26",532243.47,178447.77,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16308.00,"1065L27",532261.21,178445.33,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16308.01,"1065L27A",532261.56,178447.07,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16312.01,"1065L31A",532298.11,178350.42,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16314.00,"1065L33",532314.81,178307.65,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16327.01,"1065L41A",532354.86,178148.43,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16329.01,"1065L43A",532384.44,178097.67,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16331.01,"1065L44A",532410.88,178073.67,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16332.00,"1065L45",532426.19,178055.58,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16333.00,"1065L46",532424.46,178016.3,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16333.01,"1065L46A",532425.86,178013.52,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16334.00,"1065L47",532441.5,178018.73,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Walworth Road",22502642,16335.00,"1065L48",532437.81,177982.69,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Warmington Road",22502652,16357.00,"2104L02",532465.63,174479.07,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Warndon Street",22502653,16363.00,"155L02",535502,178676,"Not Applicable","LED","2027/2028","Green","2025/2026"
"Warndon Street",22502653,16363.01,"155L03",535496.46,178659.6,"Attached to Column","LED","2027/2028","Green","2025/2026"
"Warner Road",22502654,16376.00,"2052L13",532269.33,176590.66,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Warner Road",22502654,16377.01,"2052L15",532233.66,176558.99,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Warner Road",22502654,16377.03,"2052L17",532206.94,176523.67,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Warner Road",22502654,16377.04,"2052L18",532189.02,176508.87,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Westcott Road",22502683,1.00,"1354L01",531857.3,178045.4,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Westcott Road",22502683,3.00,"1354L03",531839.76,178001.1,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Westcott Road",22502683,10.00,"1354L10",531763.98,177887.59,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Weston Street",22502690,61.00,"214L01",532980,179999,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Weston Street",22502690,65.00,"214L05",532972,179933,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Weston Street",22502690,72.00,"214L12",532959,179804,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Weston Street",22502690,74.00,"214L14",532965,179777,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Weston Street",22502690,79.00,"214L19",532990,179732,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Weston Street",22502690,83.00,"214L23",533014,179660,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Weston Street",22502690,100001.00,"214L28",532945,179504,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Whateley Road",22502697,4.00,"2635L04",533809,174688,"Not Applicable","LED","2026/2027","Green","2025/2026"
"Whateley Road",22502697,6.00,"2635L06",533845,174677,"Not Applicable","LED","2026/2027","Green","2025/2026"
"Willow Walk",22502709,9.00,"22L09",533568.04,178822.87,"Not Applicable","Cosmo","2020/2021","New Item (Test After 15yrs)","2025/2026"
"Winterbrook Road",22502731,4.00,"2072L04",532219.13,174298.62,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Winterbrook Road",22502731,8.00,"2072L08",532262.71,174237.34,"In Column","LED","2028/2029","Green","2025/2026"
"Woodhall Avenue",22502739,2.00,"2818L02",533668.23,172376.01,"Not Applicable","SON","2025/2026","Green","2025/2026"
"Woodhall Drive",22502740,1.00,"2819L01",533604.14,172373.36,"Not Applicable","SON","2025/2026","Green","2025/2026"
"Woodhall Drive",22502740,4.00,"2819L04",533671.16,172432,"Not Applicable","SON","2025/2026","Green","2025/2026"
"Woodhall Drive",22502740,8.00,"2819L08",533725.61,172434.06,"Not Applicable","SON","2025/2026","Green","2025/2026"
"Woodhall Drive",22502740,10.00,"2819L10",533776.92,172385.7,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Woodsyre",22502746,5.00,"2825L05",533986.32,172010.22,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Woodsyre",22502746,6.00,"2825L06",533979.17,172050.4,"Not Applicable","SON","2025/2026","Low Amber","2025/2026"
"Woodwarde Road",22502753,4.00,"2587L04",533788.03,174049.78,"In Column","LED","2028/2029","Green","2025/2026"
"Woodwarde Road",22502753,5.00,"2587L05",533752.83,174061.24,"In Column","LED","2028/2029","Green","2025/2026"
"Woodwarde Road",22502753,14.00,"2587L14",533552.3,174184.86,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Woodwarde Road",22502753,15.00,"2587L15",533528.72,174175.32,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Woodwarde Road",22502753,22.02,"2587L24",533317.5,174246.64,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Woodwarde Road",22502753,22.04,"2587L26",533260.78,174257.5,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Worlingham Road",22502760,1.00,"2665L01",533917.26,175316.38,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Worlingham Road",22502760,4.00,"2665L04",533944.63,175260.15,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Worlingham Road",22502760,5.00,"2665L05",533947.17,175241.42,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Worlingham Road",22502760,6.00,"2665L06",533967.95,175234.82,"Not Applicable","LED","2023/2024","Green","2025/2026"
"Wyneham Road",22502768,1.00,"2105L01",532678.68,174601.27,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Wyneham Road",22502768,2.00,"2105L02",532663.43,174614.34,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Wyneham Road",22502768,3.00,"2105L03",532648.28,174610.43,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Wyneham Road",22502768,5.00,"2105L05",532609.09,174622.17,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Masters Drive",22502804,88888.01,"926L02",534867.44,178239.5,"Not Applicable","LED","2028/2029","Green","2025/2026"
